##Ensembl file: C:\Users\ahsturm1\Desktop\Data\NGS\Ensembl\Homo_sapiens.GRCh38.112.gff3
##RefSeq file: C:\Users\ahsturm1\Desktop\Data\NGS\RefSeq\Homo_sapiens.GRCh38.p14.gff3
#Ensembl ID	RefSeq ID
ENST00000619216	NR_106918
ENST00000487046	CCDS85932
ENST00000406363	NM_001349683
ENST00000406363	CCDS85931
ENST00000375692	NM_001042704
ENST00000375692	CCDS41269
ENST00000439316	NM_001257139
ENST00000439316	CCDS57973
ENST00000331433	NM_004070
ENST00000331433	CCDS167
ENST00000684324	NM_000085
ENST00000684324	CCDS168
ENST00000684545	NM_000085
ENST00000684545	CCDS168
ENST00000682338	NM_000085
ENST00000682338	CCDS168
ENST00000682793	NM_000085
ENST00000682793	CCDS168
ENST00000375679	NM_000085
ENST00000375679	CCDS168
ENST00000375667	NM_001165945
ENST00000375667	CCDS57974
ENST00000375662	NM_182623
ENST00000375662	CCDS41270
ENST00000358432	NM_004431
ENST00000358432	CCDS169
ENST00000270747	NM_153213
ENST00000270747	CCDS170
ENST00000375599	NM_030907
ENST00000375599	CCDS171
ENST00000375592	NM_018994
ENST00000375592	CCDS30613
ENST00000471507	NM_001271869
ENST00000471507	CCDS60000
ENST00000401088	NM_001114600
ENST00000401088	CCDS44065
ENST00000335496	NM_198546
ENST00000335496	CCDS172
ENST00000540400	NM_001353349
ENST00000540400	CCDS85935
ENST00000457722	NM_001145278
ENST00000457722	CCDS44067
ENST00000337132	NM_018090
ENST00000337132	CCDS173
ENST00000443980	NM_001145277
ENST00000443980	CCDS44066
ENST00000457898	NR_147210
ENST00000263511	NR_023386
ENST00000383925	NR_004430
ENST00000384782	NR_004408
ENST00000384659	NR_004421
ENST00000583661	NR_037446
ENST00000384278	NR_004427
ENST00000375541	NM_014675
ENST00000375541	CCDS30616
ENST00000375534	NM_001135248
ENST00000375534	CCDS44071
ENST00000375535	NM_002403
ENST00000375535	CCDS174
ENST00000341676	NM_001141974
ENST00000341676	CCDS44072
ENST00000326735	NM_022089
ENST00000326735	CCDS175
ENST00000452699	NM_001141973
ENST00000452699	CCDS44073
ENST00000485515	NM_001407361
ENST00000375499	NM_003000
ENST00000375499	CCDS176
ENST00000375486	NM_007365
ENST00000375486	CCDS177
ENST00000634972	NR_148993
ENST00000375471	NM_013358
ENST00000375471	CCDS178
ENST00000375460	NM_016233
ENST00000375460	CCDS179
ENST00000582732	NR_039768
ENST00000375448	NM_012387
ENST00000375448	CCDS180
ENST00000619609	NM_207421
ENST00000619609	CCDS72715
ENST00000375436	NM_018715
ENST00000375436	CCDS181
ENST00000375433	NM_001136204
ENST00000375433	CCDS181
ENST00000361221	NM_018125
ENST00000361221	CCDS182
ENST00000375415	NM_001011722
ENST00000375415	CCDS30617
ENST00000375406	NM_030812
ENST00000375406	CCDS183
ENST00000617065	NM_030812
ENST00000617065	CCDS183
ENST00000569711	NR_125946
ENST00000251296	NM_032880
ENST00000251296	CCDS184
ENST00000400664	NM_152375
ENST00000400664	CCDS185
ENST00000420770	NM_001135254
ENST00000420770	CCDS44074
ENST00000375375	NM_002584
ENST00000375375	CCDS186
ENST00000400661	NM_013945
ENST00000400661	CCDS44075
ENST00000375371	NM_152232
ENST00000375371	CCDS187
ENST00000290597	NM_170726
ENST00000290597	CCDS188
ENST00000375341	NM_003748
ENST00000375341	CCDS188
ENST00000538839	NM_001319218
ENST00000538839	CCDS81273
ENST00000538309	NM_001161504
ENST00000538309	CCDS53272
ENST00000577305	NR_039844
ENST00000408735	NR_031622
ENST00000455833	NM_001136265
ENST00000455833	CCDS44076
ENST00000375254	NM_020765
ENST00000375254	CCDS189
ENST00000477853	NM_015047
ENST00000477853	CCDS190
ENST00000375199	NM_001271427
ENST00000375199	CCDS59191
ENST00000375208	NM_001271429
ENST00000375208	CCDS59190
ENST00000486405	NM_001375820
ENST00000486405	CCDS90871
ENST00000330263	NM_016183
ENST00000330263	CCDS191
ENST00000361640	NM_012067
ENST00000361640	CCDS193
ENST00000235835	NM_003689
ENST00000235835	CCDS194
ENST00000375153	NM_001040125
ENST00000375153	CCDS195
ENST00000375155	NM_017765
ENST00000375155	CCDS195
ENST00000400548	NM_001040126
ENST00000400548	CCDS30618
ENST00000264202	NM_004930
ENST00000264202	CCDS41277
ENST00000375142	NM_001206540
ENST00000375142	CCDS55579
ENST00000264203	NM_001206541
ENST00000264203	CCDS72717
ENST00000674432	NM_001206540
ENST00000674432	CCDS55579
ENST00000433834	NM_001282162
ENST00000433834	CCDS72718
ENST00000416470	NR_135054
ENST00000617872	NM_001204082
ENST00000617872	CCDS72719
ENST00000322753	NM_001032363
ENST00000322753	CCDS30620
ENST00000602662	NM_001204089
ENST00000289749	NM_182744
ENST00000289749	CCDS41278
ENST00000622566	NM_001278165
ENST00000621723	NM_001204084
ENST00000375136	NM_005380
ENST00000618761	NM_001204085
ENST00000615215	NM_001204086
ENST00000615215	CCDS72720
ENST00000548815	NM_001278166
ENST00000289753	NM_000871
ENST00000289753	CCDS197
ENST00000294543	NM_181719
ENST00000294543	CCDS198
ENST00000375121	NM_019062
ENST00000375121	CCDS199
ENST00000375120	NM_015207
ENST00000375120	CCDS41279
ENST00000375116	NM_014589
ENST00000375116	CCDS200
ENST00000400520	NM_001395463
ENST00000400520	CCDS201
ENST00000482011	NM_001395463
ENST00000482011	CCDS201
ENST00000375111	NM_000300
ENST00000375111	CCDS201
ENST00000375108	NM_000929
ENST00000375108	CCDS202
ENST00000375105	NM_012400
ENST00000375105	CCDS203
ENST00000617227	NM_001271814
ENST00000617227	CCDS72721
ENST00000375102	NM_022819
ENST00000375102	CCDS204
ENST00000429261	NM_001367969
ENST00000429261	CCDS90872
ENST00000679259	NM_001367969
ENST00000679259	CCDS90872
ENST00000375099	NM_152376
ENST00000375099	CCDS205
ENST00000289815	NM_001039500
ENST00000375078	NM_018584
ENST00000375078	CCDS207
ENST00000264198	NM_024544
ENST00000264198	CCDS208
ENST00000332947	NM_207334
ENST00000332947	CCDS209
ENST00000375071	NM_001785
ENST00000375071	CCDS210
ENST00000321556	NM_032409
ENST00000321556	CCDS211
ENST00000622012	NR_106732
ENST00000451424	NR_046507
ENST00000602624	NM_005216
ENST00000602624	CCDS212
ENST00000375044	NM_001287212
ENST00000375044	CCDS72722
ENST00000400463	NM_001122819
ENST00000400463	CCDS44079
ENST00000247986	NM_020816
ENST00000247986	CCDS213
ENST00000444387	NM_001103161
ENST00000444387	CCDS44080
ENST00000375031	NM_001103160
ENST00000375031	CCDS41280
ENST00000438032	NM_001372052
ENST00000438032	CCDS30621
ENST00000312239	NM_016287
ENST00000312239	CCDS30621
ENST00000264211	NM_001391893
ENST00000264211	CCDS214
ENST00000602326	NM_001391906
ENST00000602326	CCDS90876
ENST00000686579	NM_001198802
ENST00000686579	CCDS55580
ENST00000400422	NM_001198801
ENST00000400422	CCDS72723
ENST00000356916	NM_001198803
ENST00000356916	CCDS59192
ENST00000682284	NM_001198803
ENST00000682284	CCDS59192
ENST00000408881	NR_031657
ENST00000415912	NM_001113348
ENST00000415912	CCDS44081
ENST00000374893	NM_001397
ENST00000374893	CCDS215
ENST00000357071	NM_001113347
ENST00000357071	CCDS44083
ENST00000264205	NM_001113349
ENST00000264205	CCDS44082
ENST00000454000	NM_001256417
ENST00000454000	CCDS57977
ENST00000318249	NM_032264
ENST00000318249	CCDS216
ENST00000342104	NM_001256416
ENST00000342104	CCDS57976
ENST00000619554	NM_001377491
ENST00000619554	CCDS81275
ENST00000374840	NM_000478
ENST00000374840	CCDS217
ENST00000539907	NM_001177520
ENST00000539907	CCDS53274
ENST00000540617	NM_001127501
ENST00000540617	CCDS53275
ENST00000374832	NM_001369803
ENST00000374832	CCDS217
ENST00000374763	NM_001388205
ENST00000374763	CCDS81276
ENST00000374765	NM_002885
ENST00000374765	CCDS218
ENST00000542643	NM_001145657
ENST00000542643	CCDS53276
ENST00000495204	NM_001145658
ENST00000495204	CCDS53277
ENST00000308271	NM_032236
ENST00000308271	CCDS30623
ENST00000400301	NM_001330394
ENST00000400301	CCDS81277
ENST00000421625	NM_001032730
ENST00000421625	CCDS44084
ENST00000344642	NM_001013693
ENST00000344642	CCDS30624
ENST00000543870	NM_001013693
ENST00000543870	CCDS30624
ENST00000374695	NM_005529
ENST00000374695	CCDS30625
ENST00000337107	NM_007352
ENST00000337107	CCDS219
ENST00000290122	NM_005747
ENST00000290122	CCDS220
ENST00000400259	NM_001791
ENST00000400259	CCDS221
ENST00000344548	NM_001039802
ENST00000344548	CCDS221
ENST00000411827	NM_001791
ENST00000411827	CCDS221
ENST00000695857	NM_044472
ENST00000695857	CCDS222
ENST00000315554	NM_044472
ENST00000315554	CCDS222
ENST00000656825	NM_001791
ENST00000656825	CCDS221
ENST00000695860	NM_044472
ENST00000695860	CCDS222
ENST00000695796	NM_001791
ENST00000695796	CCDS221
ENST00000695797	NM_001791
ENST00000695797	CCDS221
ENST00000662562	NM_001791
ENST00000662562	CCDS221
ENST00000695798	NM_001791
ENST00000695798	CCDS221
ENST00000695799	NM_001791
ENST00000695799	CCDS221
ENST00000695800	NM_001791
ENST00000695800	CCDS221
ENST00000695802	NM_001791
ENST00000695802	CCDS221
ENST00000290167	NM_030761
ENST00000290167	CCDS223
ENST00000581169	NR_039613
ENST00000375647	NM_014870
ENST00000375647	CCDS224
ENST00000374651	NM_001330398
ENST00000374651	CCDS81278
ENST00000404138	NM_001083621
ENST00000404138	CCDS224
ENST00000166244	NM_020526
ENST00000166244	CCDS225
ENST00000374644	NM_001006943
ENST00000374644	CCDS30626
ENST00000614019	NR_106742
ENST00000695740	NM_015991
ENST00000695740	CCDS226
ENST00000695744	NM_001347465
ENST00000695744	CCDS226
ENST00000374642	NM_015991
ENST00000374642	CCDS226
ENST00000402322	NM_001347465
ENST00000402322	CCDS226
ENST00000438241	NM_015991
ENST00000438241	CCDS226
ENST00000695749	NM_001347620
ENST00000695749	CCDS90877
ENST00000695751	NM_001114101
ENST00000695751	CCDS227
ENST00000695753	NM_001347620
ENST00000695753	CCDS90877
ENST00000374640	NM_172369
ENST00000374640	CCDS227
ENST00000374639	NM_001114101
ENST00000374639	CCDS227
ENST00000374637	NM_001347619
ENST00000374637	CCDS227
ENST00000695754	NM_001378156
ENST00000695754	CCDS90878
ENST00000695755	NM_001378156
ENST00000695755	CCDS90878
ENST00000695756	NM_001371184
ENST00000695756	CCDS90878
ENST00000695757	NM_001378156
ENST00000695757	CCDS90878
ENST00000509305	NM_001378156
ENST00000509305	CCDS90878
ENST00000374630	NM_017449
ENST00000374630	CCDS229
ENST00000400191	NM_001309193
ENST00000400191	CCDS81279
ENST00000374632	NM_004442
ENST00000374632	CCDS230
ENST00000581646	NR_039832
ENST00000581187	NR_036214
ENST00000426928	NM_001289974
ENST00000426928	CCDS90879
ENST00000566855	NM_001242521
ENST00000566855	CCDS57978
ENST00000691682	NM_001410763
ENST00000691682	CCDS90881
ENST00000465864	NM_001363654
ENST00000465864	CCDS85939
ENST00000685102	NM_001410762
ENST00000685102	CCDS90880
ENST00000356634	NM_015013
ENST00000356634	CCDS30627
ENST00000400181	NM_001009999
ENST00000400181	CCDS53278
ENST00000577915	NR_036057
ENST00000302291	NM_001395462
ENST00000302291	CCDS30628
ENST00000374619	NM_000864
ENST00000374619	CCDS231
ENST00000302271	NM_005826
ENST00000302271	CCDS232
ENST00000463552	NM_001297620
ENST00000463552	CCDS72727
ENST00000478691	NM_001102399
ENST00000478691	CCDS60020
ENST00000374616	NM_001102398
ENST00000374616	CCDS44085
ENST00000374612	NM_005826
ENST00000374612	CCDS232
ENST00000476451	NM_001102397
ENST00000606561	NM_001297622
ENST00000606561	CCDS72726
ENST00000314011	NM_001077195
ENST00000314011	CCDS233
ENST00000374608	NM_030634
ENST00000374608	CCDS233
ENST00000711404	NM_001370652
ENST00000450454	NM_003196
ENST00000450454	CCDS44086
ENST00000336689	NM_017707
ENST00000336689	CCDS235
ENST00000437606	NM_001143778
ENST00000437606	CCDS44087
ENST00000361729	NM_004091
ENST00000361729	CCDS236
ENST00000374561	NM_002167
ENST00000374561	CCDS237
ENST00000374550	NM_001199802
ENST00000374550	CCDS85940
ENST00000643754	NM_000975
ENST00000643754	CCDS238
ENST00000613537	NM_003198
ENST00000613537	CCDS239
ENST00000246151	NM_020362
ENST00000246151	CCDS240
ENST00000374514	NM_007260
ENST00000374514	CCDS241
ENST00000617979	NM_001008216
ENST00000617979	CCDS242
ENST00000374497	NM_001008216
ENST00000374497	CCDS242
ENST00000374490	NM_000191
ENST00000374490	CCDS243
ENST00000436439	NM_001166059
ENST00000436439	CCDS53279
ENST00000374479	NM_000147
ENST00000374479	CCDS244
ENST00000374472	NM_001841
ENST00000374472	CCDS245
ENST00000578143	NR_039615
ENST00000647887	NM_017761
ENST00000647887	CCDS246
ENST00000374468	NM_017761
ENST00000374468	CCDS246
ENST00000334351	NM_017761
ENST00000334351	CCDS246
ENST00000492112	NM_054016
ENST00000492112	CCDS30630
ENST00000344989	NM_006625
ENST00000344989	CCDS30629
ENST00000453840	NM_001191007
ENST00000453840	CCDS53281
ENST00000484146	NM_001191009
ENST00000484146	CCDS53280
ENST00000374452	NM_001191006
ENST00000374452	CCDS53283
ENST00000374453	NM_001300936
ENST00000374453	CCDS72728
ENST00000343255	NM_001191005
ENST00000343255	CCDS53282
ENST00000374434	NM_152372
ENST00000374434	CCDS41281
ENST00000270800	NM_021258
ENST00000270800	CCDS247
ENST00000327535	NM_170743
ENST00000327535	CCDS248
ENST00000327575	NM_173065
ENST00000327575	CCDS250
ENST00000374421	NM_173064
ENST00000374421	CCDS249
ENST00000689444	NM_001195010
ENST00000689444	CCDS53284
ENST00000361548	NM_198173
ENST00000361548	CCDS44088
ENST00000350501	NM_198174
ENST00000350501	CCDS252
ENST00000356046	NM_001195010
ENST00000356046	CCDS53284
ENST00000524724	NM_001195010
ENST00000524724	CCDS53284
ENST00000236255	NM_021180
ENST00000236255	CCDS251
ENST00000337248	NM_001199013
ENST00000337248	CCDS55581
ENST00000374409	NM_001199012
ENST00000374409	CCDS55581
ENST00000003583	NM_178122
ENST00000003583	CCDS253
ENST00000374399	NM_020448
ENST00000374399	CCDS30631
ENST00000003912	NM_001322862
ENST00000003912	CCDS81282
ENST00000358028	NM_001322865
ENST00000358028	CCDS81280
ENST00000339255	NM_001330409
ENST00000339255	CCDS81281
ENST00000538532	NM_001251978
ENST00000538532	CCDS254
ENST00000618490	NM_001251984
ENST00000618490	CCDS72730
ENST00000374395	NM_013441
ENST00000374395	CCDS254
ENST00000436717	NM_001251981
ENST00000436717	CCDS57981
ENST00000616511	NM_001251983
ENST00000616511	CCDS72730
ENST00000425530	NM_001251980
ENST00000425530	CCDS57979
ENST00000412742	NM_001251982
ENST00000412742	CCDS57980
ENST00000630217	NM_001251981
ENST00000630217	CCDS57981
ENST00000374393	NM_001251985
ENST00000374393	CCDS57982
ENST00000374392	NM_001010980
ENST00000374392	CCDS30632
ENST00000705662	NM_001366595
ENST00000705662	CCDS90884
ENST00000705663	NM_001366569
ENST00000705663	CCDS90885
ENST00000705681	NM_001366582
ENST00000705681	CCDS90886
ENST00000705682	NM_001366575
ENST00000705682	CCDS90883
ENST00000323848	NM_005839
ENST00000323848	CCDS255
ENST00000374379	NM_013943
ENST00000374379	CCDS256
ENST00000308873	NM_004350
ENST00000308873	CCDS257
ENST00000338888	NM_001320672
ENST00000338888	CCDS30633
ENST00000399916	NM_001031680
ENST00000399916	CCDS30633
ENST00000614863	NR_106789
ENST00000580572	NR_039623
ENST00000236273	NM_015484
ENST00000236273	CCDS259
ENST00000354361	NM_207170
ENST00000354361	CCDS258
ENST00000243189	NM_020317
ENST00000243189	CCDS260
ENST00000622561	NM_001282872
ENST00000622561	CCDS60027
ENST00000454452	NM_001127691
ENST00000454452	CCDS53285
ENST00000328664	NM_016124
ENST00000328664	CCDS262
ENST00000342055	NM_001282871
ENST00000342055	CCDS60028
ENST00000357542	NM_001282869
ENST00000357542	CCDS60030
ENST00000417538	NM_001282868
ENST00000417538	CCDS60031
ENST00000423810	NM_001282872
ENST00000423810	CCDS60027
ENST00000568195	NM_001282870
ENST00000568195	CCDS60029
ENST00000374358	NM_014313
ENST00000374358	CCDS264
ENST00000294413	NM_020485
ENST00000294413	CCDS30635
ENST00000340849	NM_138617
ENST00000340849	CCDS30636
ENST00000346452	NM_138616
ENST00000346452	CCDS30634
ENST00000349438	NM_138618
ENST00000349438	CCDS30637
ENST00000413854	NM_001330430
ENST00000413854	CCDS81283
ENST00000399766	NM_001282564
ENST00000399766	CCDS60034
ENST00000374343	NM_018202
ENST00000374343	CCDS30638
ENST00000374338	NM_015627
ENST00000374338	CCDS30639
ENST00000374332	NM_020379
ENST00000374332	CCDS265
ENST00000374329	NM_001385185
ENST00000374329	CCDS90887
ENST00000361547	NM_020451
ENST00000361547	CCDS41282
ENST00000374315	NM_206926
ENST00000374315	CCDS41283
ENST00000474295	NM_001099627
ENST00000474295	CCDS44089
ENST00000374303	NM_001099625
ENST00000374303	CCDS41284
ENST00000374301	NM_019557
ENST00000374301	CCDS41284
ENST00000374300	NM_001099626
ENST00000374300	CCDS41284
ENST00000466284	NM_001099627
ENST00000466284	CCDS44089
ENST00000538789	NM_001287490
ENST00000538789	CCDS72731
ENST00000374298	NM_024037
ENST00000374298	CCDS266
ENST00000374296	NM_178422
ENST00000374296	CCDS267
ENST00000675840	NM_178422
ENST00000675840	CCDS267
ENST00000426559	NM_001145454
ENST00000426559	CCDS44090
ENST00000455785	NM_005563
ENST00000455785	CCDS269
ENST00000399728	NM_203401
ENST00000399728	CCDS269
ENST00000357865	NM_203399
ENST00000357865	CCDS269
ENST00000374291	NM_005563
ENST00000374291	CCDS269
ENST00000580971	NR_037481
ENST00000374282	NM_000437
ENST00000374282	CCDS270
ENST00000374284	NM_000437
ENST00000374284	CCDS270
ENST00000374280	NM_004455
ENST00000374280	CCDS271
ENST00000374278	NM_032513
ENST00000374278	CCDS272
ENST00000374276	NM_001004434
ENST00000374276	CCDS30644
ENST00000374272	NM_032588
ENST00000374272	CCDS273
ENST00000619836	NM_001243532
ENST00000619836	CCDS274
ENST00000374269	NM_152835
ENST00000374269	CCDS274
ENST00000374271	NM_001243533
ENST00000374271	CCDS274
ENST00000374268	NM_024869
ENST00000374268	CCDS41285
ENST00000634842	NM_001364669
ENST00000634842	CCDS90889
ENST00000635463	NM_001364667
ENST00000635463	CCDS90888
ENST00000448923	NM_001395468
ENST00000448923	CCDS90890
ENST00000433939	NM_001395468
ENST00000433939	CCDS90890
ENST00000374266	NM_015871
ENST00000374266	CCDS275
ENST00000648649	NM_001395468
ENST00000648649	CCDS90890
ENST00000361530	NM_006314
ENST00000361530	CCDS276
ENST00000374253	NM_001297647
ENST00000374253	CCDS72732
ENST00000531191	NM_001297648
ENST00000531191	CCDS76124
ENST00000456354	NM_198137
ENST00000456354	CCDS30645
ENST00000640292	NM_001281517
ENST00000640292	CCDS60038
ENST00000451429	NM_001319944
ENST00000451429	CCDS81285
ENST00000252992	NM_022778
ENST00000252992	CCDS277
ENST00000270792	NM_031286
ENST00000270792	CCDS278
ENST00000314675	NM_001077262
ENST00000314675	CCDS41287
ENST00000374222	NM_001389556
ENST00000374222	CCDS41288
ENST00000357089	NM_001389559
ENST00000357089	CCDS41286
ENST00000374221	NM_183008
ENST00000374221	CCDS41288
ENST00000374217	NM_145345
ENST00000374217	CCDS41286
ENST00000374213	NM_001803
ENST00000374213	CCDS30647
ENST00000308182	NM_001039775
ENST00000403843	NM_001307925
ENST00000403843	CCDS76126
ENST00000349618	NM_001114759
ENST00000349618	CCDS279
ENST00000436292	NM_001307925
ENST00000436292	CCDS76126
ENST00000254231	NM_024674
ENST00000254231	CCDS280
ENST00000326279	NM_024674
ENST00000326279	CCDS280
ENST00000236342	NM_205861
ENST00000236342	CCDS282
ENST00000525682	NM_001243564
ENST00000525682	CCDS57983
ENST00000526219	NM_001243565
ENST00000526219	CCDS57984
ENST00000360009	NM_024887
ENST00000360009	CCDS281
ENST00000528557	NM_205861
ENST00000528557	CCDS282
ENST00000361427	NM_005517
ENST00000361427	CCDS283
ENST00000374168	NM_002953
ENST00000374168	CCDS284
ENST00000530003	NM_001330441
ENST00000530003	CCDS81286
ENST00000531382	NM_001006665
ENST00000531382	CCDS30649
ENST00000459548	NR_031740
ENST00000457599	NM_139135
ENST00000457599	CCDS44091
ENST00000324856	NM_006015
ENST00000324856	CCDS285
ENST00000455364	NM_001374478
ENST00000455364	CCDS287
ENST00000686194	NM_001374484
ENST00000686194	CCDS90892
ENST00000674335	NM_001374483
ENST00000674335	CCDS90894
ENST00000693629	NM_001374486
ENST00000693629	CCDS90893
ENST00000688730	NM_001374483
ENST00000688730	CCDS90894
ENST00000688522	NM_017837
ENST00000688522	CCDS287
ENST00000674202	NM_017837
ENST00000674202	CCDS287
ENST00000674222	NM_001374478
ENST00000674222	CCDS287
ENST00000691135	NM_001202554
ENST00000691135	CCDS287
ENST00000374145	NM_001374482
ENST00000374145	CCDS287
ENST00000674273	NM_001202554
ENST00000674273	CCDS287
ENST00000078527	NM_001374478
ENST00000078527	CCDS287
ENST00000374142	NM_032283
ENST00000374142	CCDS30650
ENST00000339276	NM_006142
ENST00000339276	CCDS288
ENST00000374135	NM_018066
ENST00000374135	CCDS289
ENST00000361720	NM_022078
ENST00000361720	CCDS290
ENST00000254227	NM_021969
ENST00000254227	CCDS291
ENST00000321265	NM_006600
ENST00000321265	CCDS292
ENST00000320567	NM_152365
ENST00000320567	CCDS293
ENST00000522111	NM_001013642
ENST00000522111	CCDS41289
ENST00000289166	NM_052943
ENST00000289166	CCDS294
ENST00000263980	NM_003047
ENST00000263980	CCDS295
ENST00000319394	NM_001276252
ENST00000319394	CCDS60044
ENST00000361771	NM_015023
ENST00000361771	CCDS296
ENST00000611517	NM_032125
ENST00000611517	CCDS297
ENST00000374076	NM_032125
ENST00000374076	CCDS297
ENST00000318074	NM_032872
ENST00000318074	CCDS298
ENST00000616558	NM_001193308
ENST00000616558	CCDS53286
ENST00000543823	NM_001193308
ENST00000543823	CCDS53286
ENST00000357582	NM_004672
ENST00000357582	CCDS299
ENST00000374040	NM_001297609
ENST00000374040	CCDS72738
ENST00000270879	NM_003665
ENST00000270879	CCDS300
ENST00000354982	NM_173452
ENST00000354982	CCDS301
ENST00000374027	NM_207397
ENST00000374027	CCDS302
ENST00000374030	NM_001330448
ENST00000374030	CCDS81287
ENST00000374024	NM_005281
